,MCF7_P1,MCF7_P2,MCF7_P3,MCF7_FasR1,MCF7_FasR2,MCF7_FasR3
RP11-855A2.2,0.411426246,0.263034406,0.298658316,0.495695163,0.286881148,0.298658316
RP11-855A2.3,0,0,0,0,0,0
RP11-855A2.5,1.23878686,1.028569152,0.687060688,1.042644337,0.526068812,0.82374936
RP11-855C21.1,0,0,0,0,0,0
RP11-855O10.2,0.422233001,0.056583528,0.124328135,0.713695815,0.201633861,0.263034406
RP11-855O10.3,0,0,0,0,0,0
RP11-856B14.10,0,0,0,0,0,0
RP11-856F16.2,0,0,0,0,0,0
RP11-856M7.1,0,0,0,0,0,0
RP11-856M7.2,0,0,0,0,0,0
RP11-856M7.4,0,0,0,0,0,0
RP11-856M7.6,0,0,0,0,0,0
RP11-856M7.7,0,0,0,0,0,0
RP11-856M7.8,0,0,0,0,0,0
RP11-857B24.1,0,0,0,0.056583528,0,0.070389328
RP11-857B24.2,0,0,0,0.084064265,0,0
RP11-857B24.3,0,0,0,0,0,0
RP11-857B24.5,0,0,0,0,0,0
RP11-85A1.3,0.613531653,0.641546029,0.613531653,0.748461233,0.641546029,0.695993813
RP11-85B7.2,0,0,0,0,0,0
RP11-85B7.4,0,0,0,0,0,0
RP11-85B7.5,0.545968369,0,0,0.584962501,0,0
RP11-85D18.1,0,0,0,0,0,0
RP11-85E16.1,0,0,0,0,0,0
RP11-85G18.6,0.879705766,0.555816155,0.411426246,0.669026766,0.378511623,0.575312331
RP11-85G20.1,0,0,0,0,0,0
RP11-85G20.2,0,0,0,0,0,0
RP11-85G21.1,0,0,0,0,0,0
RP11-85G21.2,0,0,0,0,0,0
RP11-85G21.3,0,0,0,0,0,0
RP11-85I17.2,1.521050737,0.526068812,0.411426246,1.111031312,0.443606651,0.389566812
RP11-85I21.1,0,0,0,0,0,0
RP11-85K15.3,0.176322773,0.097610797,0.042644337,0.250961574,0.056583528,0.137503524
RP11-85L21.4,0.056583528,0,0,0,0,0
RP11-85L21.5,0,0,0,0,0,0
RP11-85L21.6,0,0,0,0,0,0
RP11-85O21.2,0,0.042644337,0.028569152,0.201633861,0.189033824,0.097610797
RP11-85O21.4,0,0,0,0,0,0
RP11-85O21.5,0,0,0,0,0,0
RP11-860B13.1,0.411426246,0.084064265,0.23878686,0.201633861,0,0.070389328
RP11-860B13.3,0,0,0,0,0,0
RP11-861A13.3,0.378511623,0.084064265,0.056583528,0.86393845,0.367371066,0.59454855
RP11-861E21.1,1.201633861,0,0,0,0,0
RP11-861E21.2,1.815575429,0.871843649,0.871843649,1.150559677,0.378511623,0.669026766
RP11-861E21.3,0,0.111031312,0.097610797,0.176322773,0.111031312,0.150559677
RP11-861E23.2,0,0,0,0,0,0
RP11-861L17.2,0,0,0,0,0,0
RP11-861L17.3,0,0,0,0,0,0
RP11-861L17.4,0,0,0,0,0,0
RP11-862G15.1,0,0,0,0,0,0
RP11-862G15.2,0.411426246,0.176322773,0.070389328,0.124328135,0,0
RP11-862L9.2,0,0,0,0,0,0
RP11-862L9.3,0,0,0,0.286881148,0.084064265,0
RP11-862P13.1,0,0,0,0,0,0
RP11-863H1.1,0,0,0,0,0,0
RP11-863K10.2,0,0,0,0,0,0
RP11-863K10.4,0,0.084064265,0,0,0,0.070389328
RP11-863K10.7,0.137503524,0,0.070389328,0.028569152,0.056583528,0.014355293
RP11-863N1.4,0,0,0,0,0,0
RP11-863P13.1,0,0,0,0,0,0
RP11-863P13.2,0,0,0,0,0,0
RP11-863P13.3,0,0,0,0,0,0
RP11-863P13.4,0,0,0,0,0,0
RP11-863P13.5,0,0,0,0,0,0
RP11-863P13.6,0,0,0,0.40053793,0,0
RP11-864G5.1,0,0,0,0,0,0
RP11-864G5.3,0,0,0.097610797,0,0,0
RP11-864G5.7,0,0,0,0,0,0
RP11-864G5.8,0,0,0,0,0,0
RP11-864I4.3,0,0,0,0,0,0
RP11-864I4.4,0,0,0,0,0,0
RP11-864J10.2,0,0,0,0.201633861,0,0
RP11-864J10.4,0.111031312,0,0,0.014355293,0,0
RP11-864N7.1,0,0,0,0,0,0
RP11-864N7.2,2.114367025,2.397802962,2.09423607,1.510961919,1.500802053,2.032100843
RP11-864N7.4,0,0,0,0,0,0
RP11-865I6.2,3.846994687,4.320484678,4.43629512,0,0,0
RP11-866E20.1,0,0,0,0,0,0
RP11-866E20.3,0,0,0,0,0,0
RP11-867G2.4,0.23878686,0,0,0.137503524,0.250961574,0.163498732
RP11-867G2.5,0,0,0,0,0,0
RP11-867G2.6,0,0,0,0,0.150559677,0
RP11-867G2.8,0,0,0,0,0,0
RP11-867G23.1,0.150559677,0,0,0.163498732,0.298658316,0.111031312
RP11-867G23.10,0,0.150559677,0,0,0,0
RP11-867G23.12,0,0,0,0,0,0
RP11-867G23.13,0,0,0,0,0,0
RP11-867G23.2,0,0,0,0,0,0
RP11-867G23.3,0,0,0,0,0,0.014355293
RP11-867G23.4,0,0.137503524,0,0,0,0
RP11-867G23.8,1.35614381,1.632268215,0.970853654,0.831877241,0.831877241,0.925999419
RP11-867G23.9,0,0,0,0,0,0
RP11-867O8.5,0.111031312,0,0,0,0,0
RP11-869B15.1,0.748461233,0.310340121,0.650764559,1.10433666,0.411426246,0.575312331
RP11-86A5.1,0,0,0,0,0,0
RP11-86H7.6,0,0,0,0,0,0
RP11-86H7.7,0.028569152,0,0.014355293,0.028569152,0.028569152,0
RP11-86K22.1,0,0,0,0,0,0
RP11-86K22.2,0,0,0,0,0,0
RP11-871F6.3,0,0,0,0,0,0
RP11-872D17.4,0,0.286881148,0,0.176322773,0.321928095,0.411426246
RP11-872D17.8,0,0.056583528,0,0,0,0.097610797
RP11-872J21.3,2.028569152,1.807354922,1.948600847,1.521050737,1.599317794,1.500802053
RP11-872J21.5,1.372952098,1.063502942,1.13093087,0.948600847,1.3950628,0.918386234
RP11-873E20.1,0.028569152,0.028569152,0,0.097610797,0.028569152,0.137503524
RP11-874G11.1,0,0,0,0,0,0
RP11-874J12.3,0,0,0,0,0,0
RP11-874J12.4,0,0,0.070389328,0.389566812,0.189033824,0.056583528
RP11-875H7.1,0,0,0,0,0,0
RP11-875H7.2,0,0,0,0,0,0
RP11-875H7.5,0,0,0,0,0,0
RP11-875O11.1,0.124328135,0.124328135,0.163498732,0.176322773,0.056583528,0.137503524
RP11-875O11.2,0,0.014355293,0.042644337,0.097610797,0.014355293,0.028569152
RP11-875O11.3,0,0,0,0.23878686,0,0
RP11-876F14.1,0,0,0,0,0,0
RP11-876F14.2,0,0,0,0,0,0
RP11-876N24.1,0,0,0,0.111031312,0.056583528,0.028569152
RP11-876N24.2,0,0,0,0,0,0
RP11-876N24.3,0.028569152,0,0,0.163498732,0.214124805,0.070389328
RP11-876N24.4,0,0.028569152,0,0.111031312,0.056583528,0.163498732
RP11-876N24.5,2.333423734,2.077242999,1.739848103,2.09423607,1.169925001,1.35614381
RP11-876N24.7,1.333423734,1.344828497,0.948600847,1.599317794,1.550900665,1.097610797
RP11-879F14.1,0,0,0,0,0,0
RP11-879F14.2,0,0,0,0,0,0
RP11-879F14.3,0,0,0,0,0,0
RP11-87C12.2,0.475084883,0.432959407,0.189033824,0.367371066,0.584962501,0.263034406
RP11-87C12.5,2.456806149,2.771885579,2.641546029,1.627606838,2.003602237,1.361768359
RP11-87C12.6,0,0,0,0,0,0
RP11-87C7.3,0,0,0,0,0,0
RP11-87E22.1,0,0,0,0,0,0
RP11-87E22.2,0.028569152,0,0,0,0,0
RP11-87F15.2,0,0,0.097610797,0,0,0
RP11-87G24.2,0,0,0,0,0,0
RP11-87G24.3,0,0,0,0,0,0
RP11-87G24.6,0,0,0,0,0,0
RP11-87H9.2,2.084064265,2.176322773,2.13093087,1.831877241,1.438292852,1.782408565
RP11-87H9.4,1.613531653,1.049630768,0.86393845,1.3950628,1.40599236,1.063502942
RP11-87H9.5,0.028569152,0,0,0,0,0
RP11-87M18.2,0,0,0,0,0,0
RP11-87N24.1,0,0,0,0,0,0
RP11-87N24.3,0,0,0,0,0,0
RP11-87N3.6,0,0,0,0,0,0
RP11-87O11.1,0,0,0,0,0,0
RP11-87P13.2,0,0,0,0,0,0
RP11-881L2.1,0,0,0,0,0,0
RP11-881M11.1,0,0,0,0,0.201633861,0.137503524
RP11-881M11.2,0.389566812,0.137503524,0.070389328,0.298658316,0,0.056583528
RP11-881M11.4,0.367371066,0.555816155,0.056583528,0.070389328,0.137503524,0.042644337
RP11-881M11.8,0,0,0,0,0,0
RP11-882G5.1,0,0,0,0,0,0
RP11-882I15.1,0,0,0,0,0,0
RP11-883A18.3,0,0.070389328,0,0.189033824,0.275007047,0.150559677
RP11-883G10.1,0,0,0,0,0,0
RP11-883G14.1,0,0,0,0,0,0
RP11-883G14.2,0,0,0,0,0,0
RP11-883G14.3,0,0,0,0,0,0
RP11-883G14.4,0,0,0,0,0,0
RP11-884K10.6,0,0.411426246,0,0.250961574,0.839959587,0
RP11-884K10.7,0.782408565,1.021479727,0.704871964,1.310340121,1.618238656,1.469885976
RP11-885B4.1,0,0,0,0,0,0
RP11-885B4.2,0,0,0,0,0,0
RP11-885L14.1,0,0,0,0,0,0
RP11-885N19.6,0,0,0,0,0,0
RP11-886D15.1,0,0,0,0,0,0
RP11-886H22.1,0.176322773,0,0,0,0,0
RP11-886P16.10,0.831877241,0.378511623,0.516015147,0.475084883,0.163498732,0.263034406
RP11-886P16.6,0,0,0,0,0,0
RP11-887P2.3,1.752748591,1.948600847,1.807354922,1.150559677,0.378511623,1.589763487
RP11-887P2.5,0,0,0,0,0,0
RP11-887P2.6,0,0,0.070389328,0.454175893,0.298658316,0.40053793
RP11-888D10.3,2.049630768,2.150559677,1.867896464,0.321928095,0,0.214124805
RP11-888D10.4,1.028569152,1.007195501,0.765534746,1.275007047,1.773996325,1.201633861
RP11-889D3.1,0,0,0,0,0,0
RP11-889D3.2,0,0,0,0,0,0
RP11-889L3.1,1.941106311,1.752748591,1.851998837,1.469885976,2.15704371,1.895302621
RP11-889L3.4,0.070389328,0.070389328,0,0.042644337,0.070389328,0.097610797
RP11-88E10.4,0.773996325,0.411426246,0.454175893,0.111031312,0.137503524,0.124328135
RP11-88E10.5,0.722466024,0.604071324,0.50589093,0.475084883,0.23878686,0.485426827
RP11-88E18.1,0,0,0,0,0,0
RP11-88G17.6,0,0.014355293,0,0,0,0
RP11-88H1.1,0,0,0,0,0,0
RP11-88H10.2,0,0,0,0,0,0
RP11-88H10.3,0,0,0,0,0,0
RP11-88H12.2,0.163498732,0.150559677,0.150559677,0.176322773,0.321928095,0
RP11-88H9.2,0.545968369,0.584962501,0.739848103,0.641546029,0.286881148,0.40053793
RP11-88I18.2,0,0,0.014355293,0,0,0.014355293
RP11-88I18.3,0,0.056583528,0,1.292781749,0.516015147,0.669026766
RP11-88I21.1,0,0,0,0,0,0
RP11-88I21.2,0,0,0,0,0,0
RP11-88L20.1,0,0,0,0,0,0
RP11-88L24.4,0,0,0,0,0,0
RP11-890B15.2,0,0,0,0,0,0
RP11-890B15.3,0.641546029,0.669026766,0.50589093,0.82374936,0.632268215,0.855989697
RP11-893F2.13,0.695993813,0.111031312,0.214124805,0.201633861,0.124328135,0.084064265
RP11-893F2.14,0.056583528,0,0,0,0,0
RP11-893F2.15,0,0,0,0,0,0
RP11-893F2.18,0.250961574,0.214124805,0.163498732,0.298658316,0.344828497,0.310340121
RP11-893F2.5,0,0,0,0,0,0
RP11-893F2.6,0,0,0,0,0,0
RP11-893G17.4,0,0,0,0,0,0
RP11-894J14.2,0,0.275007047,0.137503524,0.084064265,0,0
RP11-894J14.5,0,0.163498732,0,0.432959407,0.214124805,0
RP11-894P9.1,0.344828497,0.070389328,0.201633861,0.40053793,0.124328135,0.163498732
RP11-894P9.2,0,0,0,0,0,0
RP11-895K13.2,0,0,0,0,0,0
RP11-895M11.2,1.14404637,1.500802053,1.333423734,0.344828497,0.847996907,0
RP11-895M11.3,0.97819563,0.748461233,0.722466024,0.176322773,0.344828497,0.59454855
RP11-896J10.3,0,0,0,0,0,0
RP11-897M7.1,0,0,0,0.847996907,0.286881148,0.097610797
RP11-897M7.2,0,0,0,0,0,0
RP11-897M7.3,0,0.250961574,0.124328135,0.722466024,0,0.189033824
RP11-897M7.4,0,0,0,0.176322773,0,0
RP11-899L11.1,0,0,0,0,0,0
RP11-899L11.3,0,0,0,0,0,0
RP11-89A16.1,0,0,0,0,0,0
RP11-89B16.1,0,0,0,0,0,0
RP11-89B16.2,0,0,0,0.056583528,0,0.070389328
RP11-89C3.2,0,0,0,0,0,0
RP11-89C3.3,0,0,0,0.084064265,0,0.097610797
RP11-89C3.4,0,0,0,0.150559677,0.150559677,0.097610797
RP11-89F3.2,0,0.678071905,0,0.321928095,0.464668267,0
RP11-89G4.1,0,0,0,0.163498732,0,0
RP11-89H19.1,0.042644337,0,0,0,0,0
RP11-89H19.2,1.220329955,1.411426246,1.678071905,2.17951105,1.744161096,2.003602237
RP11-89K10.1,1.632268215,1.361768359,1.500802053,2.575312331,1.98550043,2.422233001
RP11-89K10.2,0,0,0,0,0,0
RP11-89K11.1,0.201633861,0,0,0,0,0
RP11-89K18.1,0,0,0,0,0,0
RP11-89K21.1,0.411426246,0.275007047,0.214124805,0,0.124328135,0
RP11-89K21.2,0,0,0,0,0,0
RP11-89K22.1,0,0,0,0,0,0
RP11-89M20.1,0,0,0,0,0,0
RP11-89M20.2,0,0,0,0,0,0
RP11-89M22.3,0,0,0,0,0,0
RP11-89N17.1,0.056583528,0,0,0.056583528,0,0
RP11-89N17.2,0,0,0,0,0,0
RP11-89N17.3,0,0,0,0,0,0
RP11-89N17.4,0.056583528,0,0,0,0,0
RP11-8H2.1,0,0,0,0,0,0
RP11-8J23.1,0,0,0,0,0,0
RP11-8J9.5,0,0,0,0,0,0
RP11-8L18.2,0.189033824,0,0,0,0.201633861,0
RP11-8L18.3,0,0,0,0,0,0
RP11-8L2.1,0.189033824,0.263034406,0.111031312,0.464668267,0.056583528,0.150559677
RP11-8L21.1,0,0,0,0,0,0
RP11-8L8.1,0,0,0,0,0,0
RP11-8L8.2,0,0,0,0,0,0
RP11-8P11.3,0.887525271,0.321928095,0.40053793,0.82374936,0.555816155,0.839959587
RP11-8P11.4,0.056583528,0,0,0.042644337,0,0.042644337
RP11-8P13.1,0,0,0,0,0,0
RP11-8P13.5,0.176322773,0.163498732,0,0.367371066,0.35614381,0.454175893
RP11-900F13.2,0,0,0,0,0,0
RP11-902B17.1,0.443606651,0.464668267,0.555816155,0.422233001,0.333423734,0.367371066
RP11-903H12.3,0,0,0,0,0,0
RP11-905K4.1,0,0,0,0,0.111031312,0.150559677
RP11-907D1.1,0,0,0,0,0,0
RP11-907D1.2,0,0,0,0,0,0
RP11-907D1.3,0.028569152,0,0,0.014355293,0.014355293,0
RP11-909B2.1,0,0,0,0,0,0
RP11-909N17.2,0.526068812,0.422233001,0.310340121,0.5360529,0.250961574,0.5360529
RP11-90B22.1,0,0.432959407,0,0,0,0
RP11-90B9.2,0.163498732,0,0,0.097610797,0,0.111031312
RP11-90B9.3,0.59454855,0.250961574,0.310340121,0.321928095,0.097610797,0.070389328
RP11-90C1.1,0,0,0,0,0,0
RP11-90C4.1,0,0,0,0,0,0
RP11-90C4.2,0,0,0,0,0,0
RP11-90C4.3,0,0,0,0,0,0
RP11-90D11.1,0,0,0,0,0,0.014355293
RP11-90D4.3,0,0,0,0,0,0
RP11-90D4.4,0,0,0,0,0,0
RP11-90E5.1,0,0,0,0,0,0
RP11-90E9.1,0,0,0,0,0,0.111031312
RP11-90H3.1,0.056583528,0.084064265,0.028569152,0.056583528,0.028569152,0.042644337
RP11-90H3.2,0,0,0,0,0,0
RP11-90J7.2,0,0,0,0,0,0
RP11-90J7.4,0,0,0,0,0,0
RP11-90K17.2,0,0,0,0,0,0
RP11-90K18.1,0,0,0,0,0,0
RP11-90K6.1,0,0,0,0,0,0
RP11-90L1.8,0.367371066,0.545968369,0.641546029,0.378511623,0.124328135,0.310340121
RP11-90L20.2,0.084064265,0.028569152,0.084064265,0.298658316,0.056583528,0.124328135
RP11-90M2.5,0,0,0.150559677,0.275007047,0,0
RP11-90O23.1,0,0,0,0,0,0
RP11-90P13.1,0.014355293,0,0.014355293,0,0,0
RP11-90P16.1,0,0,0,0,0,0
RP11-90P16.2,0,0,0,0,0,0
RP11-90P5.1,0,0,0,0,0,0
RP11-90P5.2,0,0,0,0,0,0
RP11-90P5.5,0,0,0.097610797,0.111031312,0.111031312,0
RP11-916L7.1,0,0,0,0,0,0
RP11-91A15.1,0,0,0,0,0,0
RP11-91A15.2,0,0,0,0,0,0
RP11-91A18.1,0,0,0,0,0,0
RP11-91A18.4,0.286881148,0,0.070389328,0.176322773,0,0
RP11-91G21.1,1.646162657,1.952333566,2.066950244,2.464668267,2.295723025,2.100977648
RP11-91H12.1,0.495695163,0.475084883,0.35614381,0.150559677,0,0.097610797
RP11-91H12.3,0,0,0,0,0,0
RP11-91H12.4,0.659924558,0.263034406,0.495695163,0.124328135,0,0
RP11-91I11.1,0,0,0,0,0,0
RP11-91I20.1,0,0,0,0,0,0
RP11-91I20.2,0,0,0,0,0,0
RP11-91I20.3,0,0,0,0,0,0
RP11-91I20.4,0,0,0,0,0,0
RP11-91I8.1,0,0,0,0,0,0
RP11-91I8.2,0,0,0,0.028569152,0,0
RP11-91I8.3,0,0,0,0,0,0
RP11-91J19.2,0,0,0,0,0,0
RP11-91J19.3,0,0,0,0,0,0
RP11-91J3.1,0,0,0,0,0,0
RP11-91J3.2,0,0,0,0,0,0
RP11-91J3.3,0,0,0,0,0,0
RP11-91K11.2,0,0,0,0,0,0
RP11-91K8.2,0,0,0,0,0,0
RP11-91K8.4,0,0,0,0,0.097610797,0
RP11-91K8.5,0,0,0,0,0,0
RP11-91K9.1,0.111031312,0.214124805,0,0,0.014355293,0.014355293
RP11-91N2.3,0,0,0,0,0,0
RP11-91P17.1,0,0,0,0,0,0
RP11-91P24.1,0,0.137503524,0,0,0,0
RP11-91P24.3,0,0,0.310340121,0,0,0
RP11-91P24.5,0,0,0,0,0,0
RP11-91P24.6,0.084064265,0,0.150559677,0.042644337,0.097610797,0.056583528
RP11-91P24.7,0,0,0,0,0,0
RP11-923I11.3,0,0,0,0,0,0
RP11-923I11.4,0,0,0,0,0,0
RP11-923I11.5,0,0,0,0,0,0
RP11-923I11.6,0.028569152,0,0,0,0,0
RP11-923I11.8,0.411426246,0.150559677,0,0.084064265,0,0
RP11-925D8.1,0,0,0,0,0,0
RP11-925D8.2,0,0,0,0,0,0
RP11-925D8.3,0,0,0,0,0,0
RP11-925D8.5,0,0,0,0,0,0
RP11-925D8.6,0,0,0,0,0,0
RP11-927P21.1,0.189033824,0,0,0,0.90303827,0.411426246
RP11-927P21.11,0,0,0,0,0,0
RP11-927P21.12,0,0,0,0,0,0
RP11-927P21.2,0,0.014355293,0.056583528,0,0,0
RP11-927P21.4,0,0,0,0,0,0
RP11-927P21.5,3.261530815,2.448900951,2.241840184,4.131754091,2.972692654,2.646162657
RP11-927P21.6,0,0,0,0,0,0
RP11-927P21.7,0,0,0,0,0,0
RP11-927P21.8,0,0,0,0,0,0
RP11-927P21.9,1.875780063,0,0,0,0,0
RP11-928F19.3,0,0,0,0,0,0
RP11-92A5.2,0,0,0,0,0,0
RP11-92B11.3,0,0,0,0,0,0
RP11-92B11.4,0,0,0,0,0,0
RP11-92C4.3,0,0,0.070389328,0.042644337,0.084064265,0.432959407
RP11-92C4.4,0,0,0,0,0,0
RP11-92C4.6,0,0,0,0,0,0
RP11-92F20.1,0,0,0,0,0,0.056583528
RP11-92G12.3,0.367371066,0.22650853,0.464668267,0.042644337,0.389566812,0.056583528
RP11-92G19.2,0,0,0,0,0,0
RP11-92J19.3,0,0,0,0,0,0
RP11-92K15.1,0,0,0,0,0,0
RP11-92K15.3,0.495695163,0.704871964,0.807354922,0.757023247,0.432959407,0.713695815
RP11-930O11.1,0,0,0,0,0,0
RP11-930O11.2,0,0,0,0,0,0
RP11-930O11.3,0,0,0,0,0,0
RP11-930P14.1,0,0,0,0,0,0
RP11-930P14.2,0.50589093,0.310340121,0.275007047,0.411426246,0.056583528,0.189033824
RP11-932A10.1,0,0,0,0,0,0
RP11-932O9.10,0.555816155,0.704871964,0.622930351,0.765534746,1.432959407,0.82374936
RP11-932O9.3,0,0,0,0,0,0
RP11-932O9.4,0,0,0,0,0,0
RP11-932O9.7,0.687060688,0.367371066,0.443606651,0.344828497,0.124328135,0.464668267
RP11-932O9.8,0.137503524,0,0,0.084064265,0.40053793,0.097610797
RP11-932O9.9,0.097610797,0.344828497,0.176322773,0.443606651,0.839959587,0.201633861
RP11-933H2.4,0.150559677,0.028569152,0.028569152,0.137503524,0.056583528,0.056583528
RP11-934B9.3,0,0,0,0,0,0
RP11-936I5.1,0,0,0,0,0,0
RP11-939C17.4,0,0,0,0.111031312,0,0
RP11-93B14.10,0.097610797,0.097610797,0.097610797,0.176322773,0,0
RP11-93B14.4,0.956056652,0.59454855,0.565597176,1.618238656,0.584962501,0.669026766
RP11-93B14.6,0.028569152,0.028569152,0,0.056583528,0.028569152,0.070389328
RP11-93B14.9,0.263034406,0.028569152,0.176322773,0.333423734,0.084064265,0.378511623
RP11-93B21.1,0,0,0,0,0,0
RP11-93G23.2,0,0,0,0,0,0
RP11-93G5.1,0,0,0,0,0,0
RP11-93H10.1,0,0,0,0,0,0
RP11-93H12.2,0,0,0,0,0,0
RP11-93H12.3,0,0,0,0,0,0
RP11-93H12.4,0,0,0,0,0,0
RP11-93H24.3,1.454175893,0.82374936,0.879705766,0.50589093,0.526068812,0.565597176
RP11-93I21.2,0,0,0,0,0,0
RP11-93I21.3,0,0,0,0,0,0
RP11-93K22.1,0,0,0,0,0,0
RP11-93K22.13,0.516015147,0.163498732,0,0.22650853,0,0.056583528
RP11-93K22.6,0,0,0,0,0,0
RP11-93K22.7,0,0,0,0,0,0
RP11-93K7.1,0,0,0,0,0,0
RP11-93L14.1,0,0,0,0,0,0
RP11-93M12.1,0,0,0,0,0,0
RP11-93N20.1,0,0,0,0,0,0
RP11-93O14.1,0,0,0,0,0,0
RP11-93O14.2,0.286881148,0.263034406,0,0.443606651,0,0.687060688
RP11-93O14.3,0,0,0,0,0,0
RP11-93O17.1,0,0,0,0,0,0
RP11-93O17.2,0,0,0,0,0,0
RP11-93P10.3,0,0,0,0,0,0
RP11-941H19.1,0,0,0,0,0,0
RP11-941H19.2,0,0,0,0,0,0
RP11-941H19.3,0,0,0,0,0,0
RP11-944C7.1,0,0,0,0,0,0
RP11-944L7.4,0.163498732,0,0.40053793,0,0,0
RP11-944L7.5,0,0,0,0,0,0
RP11-944L7.6,0,0,0,0,0,0
RP11-945A11.1,0,0,0,0,0,0
RP11-945A11.2,0,0,0,0,0,0
RP11-945C19.4,0,0,0,0,0,0
RP11-945F5.1,0,0,0,0,0,0
RP11-946L16.1,0,0.111031312,0,0,0,0
RP11-946L16.2,0,0,0,0,0,0
RP11-946L20.1,0,0,0,0,0,0
RP11-946L20.2,0,0,0,0.070389328,0,0
RP11-946L20.4,0.111031312,0,0,0,0,0
RP11-946P6.4,0,0,0,0,0,0
RP11-946P6.6,0.124328135,0,0.111031312,0.310340121,0.344828497,0
RP11-949J7.5,0.084064265,0,0,0,0,0
RP11-94A24.1,0,0,0,0,0,0
RP11-94B19.1,0,0,0,0,0,0
RP11-94B19.2,0,0,0,0,0,0
RP11-94B19.3,0,0,0,0,0,0
RP11-94B19.4,0,0,0,0,0,0
RP11-94B19.5,0,0,0,0,0,0
RP11-94B19.6,0,0,0,0,0,0
RP11-94B19.7,0,0,0,0,0,0
RP11-94C24.11,0,0,0,0,0,0
RP11-94C24.13,0.014355293,0.070389328,0.014355293,0.918386234,0.422233001,0.495695163
RP11-94C24.6,0,0,0,0,0,0
RP11-94C24.8,0,0,0,0,0,0
RP11-94D20.1,0,0,0,0,0,0
RP11-94H18.1,0,0,0,0.014355293,0,0
RP11-94H18.2,0,0,0,0,0,0
RP11-94H6.1,0,0,0,0,0,0
RP11-94I2.4,1.59454855,1.049630768,1.207892852,1.944858446,1.448900951,1.427606173
RP11-94L15.2,0,0,0,0.014355293,0.014355293,0.028569152
RP11-94M14.2,0,0,0,0,0,0
RP11-94M14.3,0,0,0,0,0,0
RP11-94P11.3,0,0,0,0,0,0
RP11-94P11.4,0,0,0,0,0,0
RP11-94P14.1,0,0,0,0,0,0
RP11-950C14.10,0.333423734,0.028569152,0.097610797,0.124328135,0.097610797,0.137503524
RP11-950C14.3,0,0,0,0.084064265,0.150559677,0.097610797
RP11-950C14.7,0,0,0.5360529,0.250961574,0.23878686,0.443606651
RP11-950K24.2,0,0,0,0,0,0
RP11-953B20.1,0,0,0,0,0,0
RP11-953B20.2,0,0,0,0,0,0
RP11-955H22.1,0,0,0,0,0,0
RP11-955H22.2,0,0,0,0,0,0
RP11-955H22.3,0,0,0,0,0,0
RP11-955H22.4,0,0,0,0,0,0
RP11-956A19.1,0,0,0,0,0,0
RP11-956E11.1,0,0.321928095,0.163498732,0,0,0
RP11-956J14.1,0,0,0,0,0,0
RP11-956J14.2,0,0,0,0,0,0
RP11-956J14.3,0,0,0,0,0,0
RP11-958F21.1,0,0,0,0,0,0
RP11-958F21.3,0,0,0,0,0,0
RP11-958J22.1,0,0,0,0,0,0
RP11-958J22.2,0,0,0,0,0,0
RP11-958J22.3,0,0,0,0,0,0
RP11-958N24.1,3.450221496,3.23878686,3.824767853,2.871843649,0.941106311,2.613531653
RP11-958N24.2,0.070389328,0.014355293,0.070389328,0.070389328,0.014355293,0.028569152
RP11-958N24.4,0,0,0,0,0,0
RP11-959F10.4,0,0,0,0,0,0
RP11-959F10.5,0,0,0,0,0,0
RP11-959F10.6,0,0,0,0,0,0
RP11-959I15.1,0,0,0,0,0.042644337,0
RP11-959I15.4,0,0,0,0,0,0
RP11-95D17.1,0.613531653,0.941106311,0.678071905,1.244887059,1.50589093,1.475084883
RP11-95F22.1,0,0,0,0,0,0
RP11-95G17.2,0.378511623,0.176322773,0.111031312,0.042644337,0.263034406,0.056583528
RP11-95G6.1,0.070389328,0.097610797,0.056583528,0,0,0
RP11-95H11.1,0,0,0,0,0,0
RP11-95H3.1,0,0,0,0,0,0
RP11-95I16.2,0,0,0,0.070389328,0,0.042644337
RP11-95I16.4,0,0,0,0,0,0
RP11-95I16.6,0,0.097610797,0.097610797,3.399171094,3.908812908,3.614709844
RP11-95I19.1,0,0,0,0,0,0
RP11-95I19.2,0,0,0,0,0,0
RP11-95I19.3,0.963474124,0.956056652,0.887525271,0.831877241,0,0.739848103
RP11-95J11.1,0,0,0,0,0,0
RP11-95L3.2,0,0,0,0,0,0
RP11-95M15.1,0,0,0,0,0,0
RP11-95M15.2,0.028569152,0,0,0,0,0
RP11-95M5.1,0,0,0,0,0.014355293,0
RP11-95O2.1,0,0,0,0,0,0
RP11-95O2.5,0,0,0.084064265,0.189033824,0,0.124328135
RP11-95P13.1,0,0,0,0,0,0
RP11-95P13.2,0,0,0,0,0,0
RP11-95P2.1,3.016139703,2.185866545,2.23572706,3.308885057,2.744161096,2.750606505
RP11-95P2.3,1.070389328,1.028569152,1.469885976,1.220329955,1.422233001,1.350497247
RP11-95P2.4,0,0,0,0,0,0
RP11-95P9.1,0,0,0,0,0,0
RP11-960B9.2,0,0,0,0,0,0
RP11-960D24.1,0,0,0,0,0,0
RP11-960H2.1,0,0,0,0,0,0
RP11-960H2.2,0,0,0,0,0,0
RP11-960L18.1,0,0,0.189033824,0,0.214124805,0
RP11-961A15.1,0,0,0.137503524,0,0,0
RP11-961A15.3,0.722466024,0.321928095,0.765534746,0.189033824,0.189033824,0.632268215
RP11-962G15.1,0,0,0,0,0,0
